,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7171,7172,2011-10-31,winter,0,10,10,0,Monday,Yes,Cloudy,0.36,0.3485,0.57,0.1642,18.0,87.0,105.0
7172,7173,2011-10-31,winter,0,10,11,0,Monday,Yes,Clear,,0.4091,0.5,0.1343,31.0,97.0,128.0
7173,7174,2011-10-31,winter,0,10,12,0,Monday,Yes,Clear,0.42,0.4242,0.44,0.2239,30.0,140.0,170.0
7174,7175,2011-10-31,winter,0,10,13,0,Monday,Yes,Cloudy,0.44,0.4394,0.44,,24.0,128.0,152.0
7175,7176,2011-10-31,winter,0,10,14,0,Monday,Yes,Cloudy,0.44,0.4394,0.47,0.2239,22.0,,141.0
7176,7177,2011-10-31,winter,0,10,15,0,Monday,Yes,Clear,0.44,0.4394,0.47,0.1642,27.0,141.0,168.0
7177,7178,2011-10-31,winter,0,10,16,0,Monday,Yes,Clear,0.42,0.4242,0.54,0.1642,30.0,,272.0
7178,7179,2011-10-31,winter,0,10,17,0,Monday,Yes,Clear,0.42,0.4242,0.54,0.1343,44.0,,486.0
7179,7180,2011-10-31,winter,0,10,18,0,Monday,Yes,Clear,0.4,0.4091,0.66,0.0896,30.0,392.0,422.0
7180,7181,2011-10-31,winter,0,10,19,0,Monday,Yes,Clear,0.4,0.4091,0.66,0.0896,12.0,226.0,238.0
7181,7182,2011-10-31,winter,0,10,20,0,Monday,Yes,Clear,0.4,0.4091,0.66,0.0896,18.0,154.0,
7182,7183,2011-10-31,winter,0,10,21,0,Monday,Yes,Cloudy,0.36,0.3485,0.76,0.19399999999999998,7.0,109.0,116.0
7183,7184,2011-10-31,winter,0,10,22,0,Monday,Yes,Cloudy,0.36,0.3485,0.76,0.19399999999999998,8.0,77.0,85.0
7184,7185,2011-10-31,winter,0,10,23,0,Monday,Yes,Cloudy,,,0.76,0.19399999999999998,6.0,,52.0
7185,7186,2011-11-01,winter,0,11,0,0,Tuesday,Yes,Cloudy,0.36,0.3485,0.87,0.1642,3.0,,21.0
7186,7187,2011-11-01,winter,0,11,1,0,Tuesday,Yes,,0.36,0.3485,0.81,0.1343,,8.0,11.0
7187,7188,2011-11-01,winter,0,11,2,0,Tuesday,Yes,Cloudy,0.36,0.3485,0.81,0.1642,1.0,3.0,4.0
7188,7189,2011-11-01,winter,0,11,3,0,Tuesday,Yes,Cloudy,0.36,0.3485,0.81,0.1343,1.0,5.0,6.0
7189,7190,2011-11-01,winter,0,11,4,0,Tuesday,Yes,Clear,0.34,0.3182,0.81,,1.0,7.0,8.0
7190,7191,2011-11-01,winter,0,11,5,0,Tuesday,Yes,Clear,0.32,0.3182,,0.19399999999999998,0.0,18.0,18.0
7191,7192,2011-11-01,winter,0,11,6,0,Tuesday,Yes,Clear,0.32,0.3182,0.81,0.19399999999999998,3.0,90.0,93.0
7192,7193,2011-11-01,winter,0,11,7,0,Tuesday,Yes,Clear,0.34,0.3333,0.76,0.19399999999999998,8.0,246.0,254.0
7193,7194,2011-11-01,winter,0,11,8,0,Tuesday,Yes,Clear,0.36,0.3333,0.71,0.2537,17.0,402.0,419.0
7194,7195,2011-11-01,winter,0,11,9,0,Tuesday,Yes,Clear,0.4,0.4091,0.66,0.1642,16.0,206.0,222.0
7195,7196,2011-11-01,winter,0,11,10,0,Tuesday,Yes,Clear,0.44,0.4394,0.62,0.1343,,114.0,135.0
7196,7197,2011-11-01,winter,0,11,11,0,Tuesday,Yes,Clear,0.46,0.4545,0.63,0.1045,16.0,101.0,117.0
7197,7198,2011-11-01,winter,0,11,12,0,Tuesday,Yes,Clear,0.5,0.4848,0.48,0.0896,23.0,153.0,176.0
7198,7199,2011-11-01,winter,0,11,13,0,Tuesday,Yes,Clear,0.48,0.4697,0.55,0.19399999999999998,20.0,147.0,167.0
7199,7200,2011-11-01,winter,0,11,14,0,Tuesday,Yes,Clear,0.5,0.4848,0.48,0.2537,,118.0,150.0
7200,7201,2011-11-01,winter,0,11,15,0,Tuesday,Yes,Clear,,,0.45,0.1343,,148.0,186.0
7201,7202,2011-11-01,winter,0,11,16,0,Tuesday,Yes,Clear,0.48,0.4697,0.44,0.1642,,252.0,298.0
7202,7203,2011-11-01,winter,0,11,17,0,Tuesday,Yes,Clear,0.44,0.4394,0.54,0.1642,36.0,,506.0
7203,7204,2011-11-01,winter,0,11,18,0,Tuesday,Yes,Clear,0.42,0.4242,0.58,0.1045,39.0,421.0,460.0
7204,7205,2011-11-01,winter,0,11,19,0,Tuesday,Yes,Clear,0.42,0.4242,0.58,,39.0,274.0,313.0
7205,7206,2011-11-01,winter,0,11,20,0,Tuesday,Yes,Clear,0.4,0.4091,0.71,0.0,18.0,191.0,209.0
7206,7207,2011-11-01,winter,0,11,21,0,Tuesday,Yes,Clear,0.36,0.3788,0.81,0.0,13.0,114.0,127.0
7207,7208,2011-11-01,winter,0,11,22,0,Tuesday,Yes,Clear,0.36,0.3788,0.81,0.0,5.0,91.0,96.0
7208,7209,2011-11-01,winter,0,11,23,0,Tuesday,Yes,Clear,0.34,,0.87,0.0,11.0,61.0,72.0
7209,7210,2011-11-02,winter,0,11,0,0,Wednesday,Yes,Clear,0.32,0.3485,0.87,0.0,0.0,19.0,19.0
7210,7211,2011-11-02,winter,0,11,1,0,Wednesday,Yes,Clear,0.3,0.3333,0.87,0.0,2.0,8.0,10.0
7211,7212,2011-11-02,winter,0,11,2,0,Wednesday,Yes,Clear,0.3,0.3333,0.87,0.0,0.0,,2.0
7212,7213,2011-11-02,winter,0,11,3,0,Wednesday,Yes,Clear,0.3,0.3333,0.75,0.0,0.0,2.0,2.0
7213,7214,2011-11-02,winter,0,11,4,0,Wednesday,Yes,Clear,0.3,0.3333,0.87,,0.0,4.0,4.0
7214,7215,2011-11-02,winter,0,11,5,0,Wednesday,Yes,Clear,0.3,0.3333,0.81,0.0,0.0,27.0,27.0
7215,7216,2011-11-02,winter,0,11,6,0,Wednesday,Yes,,,0.3333,0.81,0.0,1.0,91.0,
7216,7217,2011-11-02,winter,0,11,7,0,Wednesday,Yes,Clear,0.3,0.3333,0.81,0.0,11.0,240.0,251.0
7217,7218,2011-11-02,winter,0,11,8,0,Wednesday,Yes,Clear,0.32,0.3485,0.87,,,452.0,472.0
7218,7219,2011-11-02,winter,0,11,9,0,Wednesday,Yes,Clear,0.34,0.3636,0.87,0.0,15.0,213.0,228.0
7219,7220,2011-11-02,winter,0,11,10,0,Wednesday,Yes,Clear,0.4,0.4091,0.71,0.0896,25.0,108.0,133.0
7220,7221,2011-11-02,winter,0,11,11,0,Wednesday,Yes,Clear,0.42,0.4242,0.71,0.1343,27.0,117.0,144.0
7221,7222,2011-11-02,winter,0,11,12,0,Wednesday,Yes,,0.46,,0.55,0.1642,,157.0,189.0
7222,7223,2011-11-02,winter,0,11,13,0,Wednesday,Yes,Clear,0.48,0.4697,0.48,0.1642,22.0,139.0,161.0
7223,7224,2011-11-02,winter,0,11,14,0,Wednesday,Yes,Clear,0.5,0.4848,0.45,0.1642,40.0,132.0,172.0
7224,7225,2011-11-02,winter,0,11,15,0,Wednesday,Yes,Clear,0.48,0.4697,0.51,0.1642,26.0,,
7225,7226,2011-11-02,winter,0,11,16,0,Wednesday,Yes,Clear,0.48,,0.51,,35.0,231.0,266.0
7226,7227,2011-11-02,winter,0,11,17,0,Wednesday,Yes,Clear,0.44,0.4394,0.62,0.19399999999999998,30.0,523.0,553.0
7227,7228,2011-11-02,winter,0,11,18,0,Wednesday,Yes,Clear,0.42,0.4242,0.71,0.1642,31.0,448.0,479.0
7228,7229,2011-11-02,winter,0,11,19,0,Wednesday,Yes,Clear,0.4,,0.76,0.1343,25.0,257.0,282.0
7229,7230,2011-11-02,winter,0,11,20,0,Wednesday,Yes,Clear,0.4,0.4091,0.66,0.1343,5.0,177.0,182.0
7230,7231,2011-11-02,winter,0,11,21,0,Wednesday,Yes,Clear,0.38,0.3939,0.71,0.1343,13.0,155.0,168.0
7231,7232,2011-11-02,winter,0,11,22,0,Wednesday,Yes,Clear,,0.3485,0.71,0.1343,7.0,,
7232,7233,2011-11-02,winter,0,11,23,0,Wednesday,Yes,Clear,0.36,,0.76,0.0896,3.0,54.0,57.0
7233,7234,2011-11-03,winter,0,11,0,0,Thursday,Yes,Clear,,,0.76,0.0896,3.0,28.0,31.0
7234,7235,2011-11-03,winter,0,11,1,0,Thursday,Yes,Clear,0.34,0.3333,0.81,0.1343,3.0,12.0,15.0
7235,7236,2011-11-03,winter,0,11,2,0,Thursday,Yes,Clear,0.34,0.3333,0.76,0.1343,2.0,5.0,7.0
7236,7237,2011-11-03,winter,0,11,3,0,Thursday,Yes,Clear,0.34,0.3333,0.81,0.1343,,4.0,5.0
7237,7238,2011-11-03,winter,0,11,4,0,Thursday,Yes,Clear,0.32,0.3333,0.81,0.0896,1.0,3.0,4.0
7238,7239,2011-11-03,winter,0,11,5,0,Thursday,Yes,Clear,0.32,0.3333,,,1.0,27.0,28.0
7239,7240,2011-11-03,winter,0,11,6,0,Thursday,Yes,Clear,0.34,,0.76,0.19399999999999998,3.0,96.0,99.0
7240,7241,2011-11-03,winter,0,11,7,0,Thursday,Yes,Cloudy,0.32,,0.81,0.0896,12.0,,292.0
7241,7242,2011-11-03,winter,0,11,8,0,Thursday,Yes,Cloudy,0.34,0.3485,0.81,0.0896,8.0,394.0,402.0
7242,7243,2011-11-03,winter,0,11,9,0,Thursday,Yes,Cloudy,0.36,0.3485,0.81,0.19399999999999998,,155.0,164.0
7243,7244,2011-11-03,winter,0,11,10,0,Thursday,Yes,Cloudy,0.4,0.4091,,0.19399999999999998,12.0,98.0,110.0
7244,7245,2011-11-03,winter,0,11,11,0,Thursday,Yes,Clear,0.44,0.4394,0.67,0.19399999999999998,12.0,108.0,120.0
7245,7246,2011-11-03,winter,0,11,12,0,Thursday,Yes,Clear,0.5,0.4848,0.51,0.19399999999999998,17.0,162.0,179.0
7246,7247,2011-11-03,winter,0,11,13,0,Thursday,Yes,Cloudy,0.52,0.5,0.48,0.2537,19.0,150.0,169.0
7247,7248,2011-11-03,winter,0,11,14,0,Thursday,Yes,Clear,0.52,0.5,0.52,0.1642,32.0,120.0,152.0
7248,7249,2011-11-03,winter,0,11,15,0,Thursday,Yes,Clear,0.52,0.5,,0.1642,24.0,138.0,162.0
7249,7250,2011-11-03,winter,0,11,16,0,Thursday,Yes,,0.52,0.5,0.48,0.19399999999999998,33.0,,
7250,7251,2011-11-03,winter,0,11,17,0,Thursday,Yes,Clear,0.48,,0.55,0.0896,33.0,465.0,
7251,7252,2011-11-03,winter,0,11,18,0,Thursday,Yes,Clear,0.46,0.4545,0.63,0.1343,24.0,409.0,
7252,7253,2011-11-03,winter,0,11,19,0,Thursday,Yes,Clear,,0.4394,0.67,0.0896,18.0,234.0,252.0
7253,7254,2011-11-03,winter,0,11,20,0,Thursday,Yes,,0.42,0.4242,,0.1045,11.0,198.0,209.0
7254,7255,2011-11-03,winter,0,11,21,0,Thursday,Yes,Clear,,0.4091,0.76,0.1343,4.0,,144.0
7255,7256,2011-11-03,winter,0,11,22,0,Thursday,Yes,,0.4,0.4091,0.82,,21.0,116.0,137.0
7256,7257,2011-11-03,winter,0,11,23,0,Thursday,Yes,Clear,,0.4091,0.82,0.0896,15.0,80.0,95.0
7257,7258,2011-11-04,winter,0,11,0,0,Friday,Yes,Cloudy,,,0.82,0.0,11.0,32.0,43.0
7258,7259,2011-11-04,winter,0,11,1,0,Friday,Yes,Cloudy,0.4,0.4091,0.82,0.0,1.0,16.0,17.0
7259,7260,2011-11-04,winter,0,11,2,0,Friday,Yes,Cloudy,0.4,0.4091,0.76,0.0,2.0,8.0,
7260,7261,2011-11-04,winter,0,11,3,0,Friday,Yes,Cloudy,,0.3939,0.87,0.1642,1.0,7.0,
7261,7262,2011-11-04,winter,0,11,4,0,Friday,Yes,Cloudy,0.38,0.3939,0.87,0.0896,,6.0,7.0
7262,7263,2011-11-04,winter,0,11,5,0,Friday,Yes,Cloudy,,0.3939,,0.0,0.0,23.0,23.0
7263,7264,2011-11-04,winter,0,11,6,0,Friday,Yes,Cloudy,0.38,0.3939,,0.0896,2.0,64.0,66.0
7264,7265,2011-11-04,winter,0,11,7,0,Friday,Yes,Cloudy,0.4,0.4091,0.86,0.2239,10.0,235.0,245.0
7265,7266,2011-11-04,winter,0,11,8,0,Friday,Yes,,,,0.87,0.3582,8.0,387.0,395.0
7266,7267,2011-11-04,winter,0,11,9,0,Friday,Yes,Cloudy,0.42,0.4242,0.71,,15.0,239.0,254.0
7267,7268,2011-11-04,winter,0,11,10,0,Friday,Yes,Cloudy,0.42,,0.71,0.3284,19.0,115.0,134.0
7268,7269,2011-11-04,winter,0,11,11,0,Friday,Yes,Cloudy,0.44,0.4394,0.67,0.4478,34.0,128.0,162.0
7269,7270,2011-11-04,winter,0,11,12,0,Friday,Yes,Cloudy,0.48,0.4697,0.55,0.4925,44.0,153.0,197.0
7270,7271,2011-11-04,winter,0,11,13,0,Friday,Yes,Clear,0.44,0.4394,0.51,0.4179,,161.0,194.0
7271,7272,2011-11-04,winter,0,11,14,0,Friday,Yes,Clear,0.44,0.4394,,0.2985,54.0,147.0,201.0
7272,7273,2011-11-04,winter,0,11,15,0,Friday,Yes,,0.46,0.4545,0.44,0.3881,45.0,192.0,237.0
7273,7274,2011-11-04,winter,0,11,16,0,Friday,Yes,Clear,0.46,0.4545,0.36,0.3881,53.0,237.0,290.0
7274,7275,2011-11-04,winter,0,11,17,0,Friday,Yes,Clear,0.42,0.4242,0.38,0.3582,42.0,438.0,480.0
7275,7276,2011-11-04,winter,0,11,18,0,Friday,Yes,Clear,0.42,,0.32,0.4627,35.0,339.0,374.0
7276,7277,2011-11-04,winter,0,11,19,0,Friday,Yes,Clear,,0.4091,0.37,0.3582,14.0,182.0,196.0
7277,7278,2011-11-04,winter,0,11,20,0,Friday,Yes,Clear,0.36,0.3333,0.43,,15.0,171.0,
7278,7279,2011-11-04,winter,0,11,21,0,Friday,Yes,Clear,0.34,0.3182,,0.2537,8.0,115.0,123.0
7279,7280,2011-11-04,winter,0,11,22,0,Friday,Yes,Clear,0.34,0.303,0.46,0.3284,6.0,109.0,115.0
7280,7281,2011-11-04,winter,0,11,23,0,Friday,Yes,Clear,0.32,0.303,0.49,,17.0,72.0,
7281,7282,2011-11-05,winter,0,11,0,0,Saturday,No,Clear,0.32,0.2879,,0.3582,4.0,48.0,52.0
7282,7283,2011-11-05,winter,0,11,1,0,Saturday,No,Clear,0.32,0.303,,0.2985,5.0,57.0,62.0
7283,7284,2011-11-05,winter,0,11,2,0,Saturday,No,Clear,0.3,0.2727,0.52,0.3284,7.0,24.0,31.0
7284,7285,2011-11-05,winter,0,11,3,0,Saturday,No,Clear,0.3,,0.52,,0.0,8.0,8.0
7285,7286,2011-11-05,winter,0,11,4,0,Saturday,No,Clear,,0.2576,0.56,0.3284,3.0,5.0,8.0
7286,7287,2011-11-05,winter,0,11,5,0,Saturday,No,Clear,0.26,,0.6,0.3284,0.0,,2.0
7287,7288,2011-11-05,winter,0,11,6,0,Saturday,No,Clear,0.26,0.2424,0.6,0.2537,3.0,20.0,23.0
7288,7289,2011-11-05,winter,0,11,7,0,Saturday,No,Clear,0.26,0.2424,0.6,0.2836,3.0,31.0,34.0
7289,7290,2011-11-05,winter,0,11,8,0,Saturday,No,Clear,0.28,0.2576,0.56,0.3284,4.0,80.0,84.0
7290,7291,2011-11-05,winter,0,11,9,0,Saturday,No,Clear,0.3,0.2727,0.56,0.2985,30.0,111.0,141.0
7291,7292,2011-11-05,winter,0,11,10,0,Saturday,No,,0.32,0.303,0.53,0.2537,56.0,171.0,227.0
7292,7293,2011-11-05,winter,0,11,11,0,Saturday,No,Clear,0.36,0.3636,0.46,0.1045,,169.0,238.0
7293,7294,2011-11-05,winter,0,11,12,0,Saturday,No,Clear,0.36,0.3485,0.46,0.1642,137.0,235.0,372.0
7294,7295,2011-11-05,winter,0,11,13,0,Saturday,No,Clear,0.4,0.4091,0.37,0.1045,148.0,207.0,355.0
7295,7296,2011-11-05,winter,0,11,14,0,Saturday,No,Clear,0.42,0.4242,0.35,0.1343,159.0,,386.0
7296,7297,2011-11-05,winter,0,11,15,0,Saturday,No,Clear,0.4,0.4091,0.37,0.19399999999999998,141.0,202.0,343.0
7297,7298,2011-11-05,winter,0,11,16,0,Saturday,No,Clear,,0.4091,0.4,0.2239,128.0,207.0,335.0
7298,7299,2011-11-05,winter,0,11,17,0,Saturday,No,Clear,0.38,0.3939,0.4,0.1642,100.0,,334.0
7299,7300,2011-11-05,winter,0,11,18,0,Saturday,No,,0.36,0.3636,0.5,0.0896,52.0,185.0,
7300,7301,2011-11-05,winter,0,11,19,0,Saturday,No,Clear,0.34,0.3636,0.53,0.0,45.0,159.0,204.0
7301,7302,2011-11-05,winter,0,11,20,0,Saturday,No,Clear,0.32,0.3485,0.66,0.0,29.0,,165.0
7302,7303,2011-11-05,winter,0,11,21,0,Saturday,No,Clear,0.32,,0.66,0.0,19.0,99.0,
7303,7304,2011-11-05,winter,0,11,22,0,Saturday,No,Clear,0.3,0.3333,0.65,0.0,10.0,72.0,82.0
7304,7305,2011-11-05,winter,0,11,23,0,Saturday,No,Clear,,0.3182,0.7,0.0,4.0,81.0,85.0
7305,7306,2011-11-06,winter,0,11,0,0,Sunday,No,Clear,0.28,0.3182,,0.0,10.0,65.0,75.0
7306,7307,2011-11-06,winter,0,11,1,0,Sunday,No,Clear,0.26,0.303,0.81,0.0,11.0,104.0,115.0
7307,7308,2011-11-06,winter,0,11,2,0,Sunday,No,Clear,0.26,0.303,0.81,0.0,6.0,,29.0
7308,7309,2011-11-06,winter,0,11,3,0,Sunday,No,,,0.2879,0.87,0.0,5.0,4.0,9.0
7309,7310,2011-11-06,winter,0,11,4,0,Sunday,No,Clear,0.24,0.2879,0.87,0.0,0.0,6.0,6.0
7310,7311,2011-11-06,winter,0,11,5,0,Sunday,No,Clear,0.24,0.2424,0.87,0.1343,0.0,5.0,5.0
7311,7312,2011-11-06,winter,0,11,6,0,Sunday,No,,0.26,0.2879,0.81,0.0896,5.0,11.0,16.0
7312,7313,2011-11-06,winter,0,11,7,0,Sunday,No,Clear,0.26,0.2727,,0.1045,4.0,24.0,28.0
7313,7314,2011-11-06,winter,0,11,8,0,Sunday,No,Cloudy,0.28,0.303,0.87,0.0896,19.0,71.0,90.0
7314,7315,2011-11-06,winter,0,11,9,0,Sunday,No,Cloudy,0.3,0.3182,0.75,0.0896,36.0,134.0,170.0
7315,7316,2011-11-06,winter,0,11,10,0,Sunday,No,Clear,0.36,0.3636,0.66,0.0896,76.0,186.0,262.0
7316,7317,2011-11-06,winter,0,11,11,0,Sunday,No,Clear,0.42,0.4242,0.58,,104.0,216.0,320.0
7317,7318,2011-11-06,winter,0,11,12,0,Sunday,No,,,0.4394,0.54,0.0,,226.0,346.0
7318,7319,2011-11-06,winter,0,11,13,0,Sunday,No,Clear,0.46,0.4545,,0.1642,105.0,,314.0
7319,7320,2011-11-06,winter,0,11,14,0,Sunday,No,Clear,0.46,0.4545,0.55,0.19399999999999998,101.0,,320.0
7320,7321,2011-11-06,winter,0,11,15,0,Sunday,No,Clear,0.48,0.4697,0.51,0.19399999999999998,96.0,210.0,306.0
7321,7322,2011-11-06,winter,0,11,16,0,Sunday,No,Clear,0.46,0.4545,0.55,0.2239,84.0,263.0,347.0
7322,7323,2011-11-06,winter,0,11,17,0,Sunday,No,,0.44,0.4394,0.62,0.1642,71.0,185.0,
7323,7324,2011-11-06,winter,0,11,18,0,Sunday,No,,0.42,0.4242,0.71,0.1045,39.0,146.0,185.0
7324,7325,2011-11-06,winter,0,11,19,0,Sunday,No,Clear,0.38,0.3939,0.76,0.19399999999999998,21.0,130.0,151.0
7325,7326,2011-11-06,winter,0,11,20,0,Sunday,No,Clear,0.36,0.3636,0.81,0.1045,16.0,100.0,116.0
7326,7327,2011-11-06,winter,0,11,21,0,Sunday,No,Clear,0.36,0.3636,0.81,0.0896,11.0,77.0,
7327,7328,2011-11-06,winter,0,11,22,0,Sunday,No,Clear,,0.3788,0.87,0.0,5.0,40.0,45.0
7328,7329,2011-11-06,winter,0,11,23,0,Sunday,No,Clear,0.34,0.3485,0.87,0.0896,7.0,43.0,50.0
7329,7330,2011-11-07,winter,0,11,0,0,Monday,Yes,Clear,0.34,0.3636,0.87,0.0,1.0,14.0,15.0
7330,7331,2011-11-07,winter,0,11,1,0,Monday,Yes,Clear,0.34,0.3636,0.87,0.0,2.0,6.0,8.0
7331,7332,2011-11-07,winter,0,11,2,0,Monday,Yes,Clear,0.32,0.3485,0.93,,0.0,2.0,2.0
7332,7333,2011-11-07,winter,0,11,3,0,Monday,Yes,Clear,0.32,0.3485,0.93,0.0,0.0,3.0,3.0
7333,7334,2011-11-07,winter,0,11,4,0,Monday,Yes,Clear,0.32,0.3485,0.93,0.0,2.0,4.0,6.0
7334,7335,2011-11-07,winter,0,11,5,0,Monday,Yes,Clear,0.3,0.3333,0.93,0.0,1.0,25.0,26.0
7335,7336,2011-11-07,winter,0,11,6,0,Monday,Yes,Cloudy,0.28,0.3182,0.93,0.0,2.0,97.0,99.0
7336,7337,2011-11-07,winter,0,11,7,0,Monday,Yes,,0.28,0.3182,,0.0,6.0,305.0,311.0
7337,7338,2011-11-07,winter,0,11,8,0,Monday,Yes,Cloudy,0.3,0.3182,1.0,0.0896,13.0,397.0,410.0
7338,7339,2011-11-07,winter,0,11,9,0,Monday,Yes,Cloudy,0.34,0.3333,1.0,0.1343,18.0,156.0,174.0
7339,7340,2011-11-07,winter,0,11,10,0,Monday,Yes,Clear,0.36,0.3485,0.93,0.1343,28.0,95.0,123.0
7340,7341,2011-11-07,winter,0,11,11,0,Monday,Yes,Clear,0.42,0.4242,0.77,0.1045,28.0,100.0,128.0
7341,7342,2011-11-07,winter,0,11,12,0,Monday,Yes,Clear,0.46,0.4545,0.67,,21.0,158.0,179.0
7342,7343,2011-11-07,winter,0,11,13,0,Monday,Yes,Clear,0.54,0.5152,0.49,0.0896,32.0,157.0,189.0
7343,7344,2011-11-07,winter,0,11,14,0,Monday,Yes,Clear,0.56,0.5303,0.37,0.1642,30.0,115.0,145.0
7344,7345,2011-11-07,winter,0,11,15,0,Monday,Yes,Clear,0.56,0.5303,0.37,0.1045,38.0,,170.0
7345,7346,2011-11-07,winter,0,11,16,0,Monday,Yes,Clear,0.52,0.5,0.45,,40.0,255.0,295.0
7346,7347,2011-11-07,winter,0,11,17,0,Monday,Yes,Clear,0.5,0.4848,0.45,0.1642,,489.0,528.0
7347,7348,2011-11-07,winter,0,11,18,0,Monday,Yes,Clear,0.46,,0.59,0.1045,18.0,407.0,425.0
7348,7349,2011-11-07,winter,0,11,19,0,Monday,Yes,Clear,0.46,0.4545,0.59,0.0,20.0,280.0,
7349,7350,2011-11-07,winter,0,11,20,0,Monday,Yes,Clear,0.4,0.4091,0.71,,17.0,187.0,204.0
7350,7351,2011-11-07,winter,0,11,21,0,Monday,Yes,Clear,0.38,0.3939,0.82,0.1045,,129.0,139.0
7351,7352,2011-11-07,winter,0,11,22,0,Monday,Yes,Clear,0.36,0.3636,,0.0896,6.0,102.0,108.0
7352,7353,2011-11-07,winter,0,11,23,0,Monday,Yes,Clear,0.36,0.3636,0.87,0.0896,1.0,47.0,48.0
7353,7354,2011-11-08,winter,0,11,0,0,Tuesday,Yes,Clear,,0.3485,0.87,0.0896,0.0,18.0,
7354,7355,2011-11-08,winter,0,11,1,0,Tuesday,Yes,Clear,0.32,0.3333,0.93,0.1045,3.0,8.0,11.0
7355,7356,2011-11-08,winter,0,11,2,0,Tuesday,Yes,Clear,0.32,0.3485,0.87,0.0,0.0,1.0,1.0
7356,7357,2011-11-08,winter,0,11,3,0,Tuesday,Yes,Clear,0.32,0.3485,0.87,0.0,0.0,3.0,3.0
7357,7358,2011-11-08,winter,0,11,4,0,Tuesday,Yes,Clear,0.3,0.3333,,,0.0,4.0,4.0
7358,7359,2011-11-08,winter,0,11,5,0,Tuesday,Yes,,,0.3182,0.87,0.0896,1.0,17.0,18.0
7359,7360,2011-11-08,winter,0,11,6,0,Tuesday,Yes,Clear,,0.3333,0.87,0.0,3.0,96.0,99.0
7360,7361,2011-11-08,winter,0,11,7,0,Tuesday,Yes,,,0.3182,0.87,0.1045,7.0,316.0,323.0
7361,7362,2011-11-08,winter,0,11,8,0,Tuesday,Yes,Clear,0.32,0.3333,0.93,,11.0,455.0,466.0
7362,7363,2011-11-08,winter,0,11,9,0,Tuesday,Yes,Clear,0.36,0.3788,0.87,0.0,14.0,177.0,191.0
7363,7364,2011-11-08,winter,0,11,10,0,Tuesday,Yes,Clear,0.42,0.4242,,0.0896,25.0,104.0,129.0
7364,7365,2011-11-08,winter,0,11,11,0,Tuesday,Yes,Clear,0.46,0.4545,0.63,0.1343,21.0,126.0,147.0
7365,7366,2011-11-08,winter,0,11,12,0,Tuesday,Yes,Clear,0.52,0.5,0.52,0.1343,28.0,175.0,203.0
7366,7367,2011-11-08,winter,0,11,13,0,Tuesday,Yes,Clear,0.54,0.5152,0.49,0.1642,31.0,165.0,196.0
7367,7368,2011-11-08,winter,0,11,14,0,Tuesday,Yes,Clear,0.56,0.5303,0.46,0.1045,32.0,129.0,161.0
7368,7369,2011-11-08,winter,0,11,15,0,Tuesday,Yes,Clear,0.58,0.5455,,0.1045,33.0,,188.0
7369,7370,2011-11-08,winter,0,11,16,0,Tuesday,Yes,Clear,0.56,0.5303,0.46,0.1343,39.0,250.0,289.0
7370,7371,2011-11-08,winter,0,11,17,0,Tuesday,Yes,Clear,0.52,0.5,0.43,0.1642,40.0,459.0,499.0
7371,7372,2011-11-08,winter,0,11,18,0,Tuesday,Yes,Clear,0.48,0.4697,0.55,0.1343,,,462.0
7372,7373,2011-11-08,winter,0,11,19,0,Tuesday,Yes,Clear,0.46,0.4545,,0.0,14.0,264.0,278.0
7373,7374,2011-11-08,winter,0,11,20,0,Tuesday,Yes,Clear,0.4,0.4091,0.76,0.0,12.0,169.0,181.0
7374,7375,2011-11-08,winter,0,11,21,0,Tuesday,Yes,Clear,0.4,0.4091,0.76,0.0,16.0,166.0,182.0
7375,7376,2011-11-08,winter,0,11,22,0,Tuesday,Yes,,0.36,0.3788,0.87,0.0,13.0,95.0,108.0
7376,7377,2011-11-08,winter,0,11,23,0,Tuesday,Yes,Clear,0.36,0.3788,0.81,0.0,,45.0,48.0
7377,7378,2011-11-09,winter,0,11,0,0,Wednesday,Yes,Clear,0.36,0.3788,0.87,0.0,0.0,,
7378,7379,2011-11-09,winter,0,11,1,0,Wednesday,Yes,Clear,0.34,0.3636,0.87,0.0,0.0,10.0,10.0
7379,7380,2011-11-09,winter,0,11,2,0,Wednesday,Yes,Clear,0.32,0.3485,0.93,0.0,0.0,5.0,5.0
7380,7381,2011-11-09,winter,0,11,3,0,Wednesday,Yes,Clear,0.32,,0.93,0.0,,4.0,4.0
7381,7382,2011-11-09,winter,0,11,4,0,Wednesday,Yes,Clear,0.32,0.3485,,0.0,,4.0,4.0
7382,7383,2011-11-09,winter,0,11,5,0,Wednesday,Yes,Clear,0.3,0.3333,0.87,0.0,0.0,28.0,28.0
7383,7384,2011-11-09,winter,0,11,6,0,Wednesday,Yes,Clear,0.3,0.3333,0.87,0.0,0.0,98.0,
7384,7385,2011-11-09,winter,0,11,7,0,Wednesday,Yes,Clear,0.3,0.3333,0.87,0.0,0.0,300.0,300.0
7385,7386,2011-11-09,winter,0,11,8,0,Wednesday,Yes,Clear,0.32,0.3485,0.93,0.0,19.0,,456.0
7386,7387,2011-11-09,winter,0,11,9,0,Wednesday,Yes,Clear,0.34,0.3636,,0.0,22.0,,
